Interval,Description,Agent,Int Agt ID,Adv,In Ans,In,Out Ans,Out,Tot Tlk (Seconds Value),Avg Tlk (Seconds Value),End On-Hold,Esc,Esc To,In Abnd,Max Concr,Out Fail,OvrFd In,OvrFd Off,All Ans,All,UnMon,Trans In,Trans Out,Unrtrnd,Ans <= 15s,Abnd <= 60s,Max Call (Seconds Value),Max Held (Seconds Value),Max Talk (Seconds Value),Tot Call (Seconds Value),Tot Held (Seconds Value),Tot Rng (Seconds Value),Alerting (Seconds Value),Available (Seconds Value),Busy (Seconds Value),Handling (Seconds Value),N/A (Seconds Value)
02/01/2026 (20:00:00 - 20:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,1.0,1.0,499.80325044870364,249.90162522435182,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,635.1212634642596,35.046191472405894,593.6715830768336,541.8618005964222,29.25157231767826,19.21046674506041,9.410747856015554,2783.586695520603,551.2725484524377,541.8618005964222,265.1407560269597
02/01/2026 (20:00:00 - 20:59:59),Freya Wright,440705932682.0,,0,5.0,6.0,0.0,0.0,3013.672311130943,602.7344622261886,0,0,0,1.0,0,0.0,0,0,5.0,6.0,0,0,0,0,1.0,0.0,2282.861026857885,52.287476354379564,2221.549366960809,3171.63906076037,112.84583191594427,45.12091771348274,15.844443440891826,220.9679463156106,3187.4835042012614,3171.63906076037,191.54854948312797
02/01/2026 (21:00:00 - 21:59:59),Liam Turner,440710619180.0,,0,3.0,3.0,0.0,0.0,677.2177294338435,225.7392431446145,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,1.0,0.0,1061.1622862082552,154.60633893820173,900.8072153110047,791.7371036339987,97.27317832300932,17.246195877145844,9.22457647481168,2732.1907834889785,800.9616801088104,791.7371036339987,66.84753640221116
02/01/2026 (21:00:00 - 21:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,0.0,0.0,0.0,307.9343959956149,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,938.5366148084958,55.68991071959845,876.8066514054934,0.0,0.0,0.0,0.0,3472.1208370692666,0.0,0.0,127.87916293073341
02/01/2026 (21:00:00 - 21:59:59),Ruby Bennett,440776845445.0,,0,1.0,2.0,0.0,0.0,176.68679069048306,176.68679069048306,0,0,0,1.0,0,0.0,0,0,1.0,2.0,0,0,0,0,1.0,1.0,708.2015337547986,64.98476557475273,638.1550629716279,205.0538061217129,23.305310222811904,5.061705208417941,4.879606073282236,3144.824992630194,209.93341219499516,205.0538061217129,245.24159517481098
02/01/2026 (21:00:00 - 21:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,222.88476247204758,222.88476247204758,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,829.0650706238864,67.5753760909299,753.5088001889451,246.84257166995567,15.976914853896647,7.9808943440114195,3.879919576742503,3260.6465296361657,250.72249124669818,246.84257166995567,88.63097911713609
02/01/2026 (21:00:00 - 21:59:59),Nina Reed,440712872381.0,,0,3.0,4.0,0.0,0.0,852.0275813996328,284.0091937998776,0,0,0,1.0,0,0.0,0,0,3.0,4.0,0,0,0,0,3.0,0.0,1105.400819210717,150.19106170732388,949.3205673702662,1000.3240946553626,130.62894285634945,17.667570399380487,11.00030732927409,2322.7396065993953,1011.3244019846367,1000.3240946553626,265.93599141596803
02/01/2026 (21:00:00 - 21:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,406.8483583751469,203.42417918757346,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,751.6903145252566,51.84913428743999,694.8548550310064,443.7250784089398,26.90406962017246,9.972650413620451,8.989110968798336,3026.5638638845185,452.71418937773814,443.7250784089398,120.7219467377436
02/01/2026 (21:00:00 - 21:59:59),Freya Wright,440705932682.0,,0,1.0,1.0,0.0,0.0,222.5402036288606,222.5402036288606,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,809.0608530787401,41.53476169197737,760.2489228722902,241.3938644575715,11.576492314238308,7.277168514472588,4.87070855065449,3146.8628614510358,246.264573008226,241.3938644575715,206.8725655407383
02/01/2026 (22:00:00 - 22:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,128.00573950230165,128.00573950230165,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,418.995595005447,132.2314226203987,280.4130416289476,161.40718027210366,27.050310013701342,6.351130756100676,5.206608123381079,3336.03717070939,166.61378839548473,161.40718027210366,97.34904089512514
02/01/2026 (22:00:00 - 22:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,148.46416014034642,148.46416014034642,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,451.7982500277049,50.1582587708485,397.1146778435583,169.373131520455,16.383657966810418,4.525313413298129,3.6083931294866285,3219.5570971291904,172.9815246499416,169.373131520455,207.4613782208679
02/01/2026 (22:00:00 - 22:59:59),Ruby Bennett,440776845445.0,,0,1.0,1.0,0.0,0.0,284.6840649900826,284.6840649900826,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,1174.623457331365,69.75706635607948,1101.1769237692295,306.6171543207004,18.24362212456182,3.6894672060560043,5.681791438066758,3032.9887177802634,312.29894575876716,306.6171543207004,254.71233646096914
02/01/2026 (22:00:00 - 22:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,120.54666952552866,120.54666952552866,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,331.5782887322306,56.722182793136966,270.8267281380223,138.7978831704705,14.22183584387055,4.029377801071287,3.540840011891287,3384.2053943465903,142.33872318236178,138.7978831704705,73.45588247104808
02/01/2026 (22:00:00 - 22:59:59),Nina Reed,440712872381.0,,0,2.0,3.0,0.0,0.0,533.8466011452632,266.9233005726316,0,0,0,1.0,0,0.0,0,0,2.0,3.0,0,0,0,0,2.0,1.0,892.1019923561886,104.96048542384227,771.2033540571247,608.9999578159393,43.27705092023302,31.87630575044308,7.094030016519556,2831.780981792636,616.0939878324589,608.9999578159393,152.12503037490526
02/01/2026 (22:00:00 - 22:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,168.0147385814972,84.0073692907486,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,280.15706672220824,17.67617343336432,254.2308917462919,194.62443802431085,10.109696357709621,16.500003085104023,7.388344002874191,3284.9017356837453,202.01278202718504,194.62443802431085,113.08548228906986
02/01/2026 (22:00:00 - 22:59:59),Freya Wright,440705932682.0,,0,2.0,2.0,0.0,0.0,509.69559954467906,254.84779977233953,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,698.843073018285,88.82139928023584,604.8923537997713,560.9121853766446,40.95794595540975,10.258639876555806,8.695283330747632,2837.2276551700124,569.6074687073923,560.9121853766446,193.16487612259536
02/01/2026 (23:00:00 - 23:59:59),Liam Turner,440710619180.0,,0,0.0,0.0,0.0,0.0,0.0,326.27167333964564,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1353.0114053069783,157.66193936320465,1189.216531585505,0.0,0.0,0.0,0.0,3403.112763469563,0.0,0.0,196.88723653043698
02/01/2026 (23:00:00 - 23:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,0.0,0.0,0.0,290.0954804400117,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,877.143358825182,62.66623143945502,810.1425454879223,0.0,0.0,0.0,0.0,3469.517828195956,0.0,0.0,130.48217180404367
02/01/2026 (23:00:00 - 23:59:59),Ruby Bennett,440776845445.0,,0,1.0,1.0,0.0,1.0,299.53615642763714,299.53615642763714,0,0,0,0.0,0,1.0,0,0,1.0,2.0,0,0,0,0,1.0,0.0,1202.1602595838829,50.64695651805691,1146.3984808571192,328.4283196981954,23.777341061851605,5.114822208706674,5.51310997999245,2971.241597158799,333.9414296781879,328.4283196981954,294.816973163013
02/01/2026 (23:00:00 - 23:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,1.0,1.0,155.69010109735234,155.69010109735234,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,577.9282550825485,46.86935760871206,524.7259065745882,185.30575022886117,23.282658232260644,12.665981798496354,5.678266486156078,3181.2090602307426,190.98401671501725,185.30575022886117,227.8069230542402
02/01/2026 (23:00:00 - 23:59:59),Nina Reed,440712872381.0,,0,2.0,2.0,0.0,0.0,497.36195619910006,248.68097809955003,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,631.9543536497428,93.69376744618903,531.8815037420953,561.9180284495806,51.79790732756367,12.758164922916855,10.493386323878042,2920.364616508484,572.4114147734585,561.9180284495806,107.22396871805786
02/01/2026 (23:00:00 - 23:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,373.6812880534987,186.84064402674935,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,842.0662836836553,104.84243619847311,731.4969181194961,431.54667166468664,46.41152487981564,11.453858731372291,8.31029875556061,2938.7876504662477,439.85697042024725,431.54667166468664,221.35537911350485
02/01/2026 (23:00:00 - 23:59:59),Freya Wright,440705932682.0,,0,3.0,3.0,0.0,0.0,544.3619287532828,181.45397625109425,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,3.0,0.0,740.297436838088,49.89528090856297,687.7397265963073,603.3875890897309,51.03837233679499,7.98728799965314,15.3510445487182,2802.5407220389234,618.7386336384491,603.3875890897309,178.72064432262778
03/01/2026 (00:00:00 - 00:59:59),Liam Turner,440710619180.0,,0,0.0,0.0,0.0,0.0,0.0,249.29145859257326,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1051.1108313609557,71.50691760270104,973.7780420768629,0.0,0.0,0.0,0.0,3346.1990414686816,0.0,0.0,253.80095853131837
03/01/2026 (00:00:00 - 00:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,233.87227186672803,233.87227186672803,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,698.4734338591189,58.58872950819326,634.9717168603696,252.71003380016322,13.924774442879219,4.912987490555968,3.4591176839595876,3234.484628423143,256.1691514841228,252.71003380016322,109.34622009273428
03/01/2026 (00:00:00 - 00:59:59),Ruby Bennett,440776845445.0,,0,4.0,4.0,0.0,0.0,1070.3264326774438,267.58160816936095,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,4.0,0.0,792.1589150529588,68.14981492858854,717.715057413549,1170.3309359617735,74.8283324410445,25.17617084328535,14.169642324778986,2141.3106023962278,1184.5005782865526,1170.3309359617735,274.18881931721955
03/01/2026 (00:00:00 - 00:59:59),Theo Bennett,440797064732.0,,0,0.0,0.0,0.0,0.0,0.0,275.2823792066955,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1004.5151356472486,114.08565021199644,885.6028668047963,0.0,0.0,0.0,0.0,3345.570650461073,0.0,0.0,254.42934953892697
03/01/2026 (00:00:00 - 00:59:59),Nina Reed,440712872381.0,,0,2.0,2.0,0.0,0.0,245.74694475231914,122.87347237615957,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,495.4871905243109,75.64672998354972,414.94487939214076,307.7291223693683,52.1910153198084,9.791162297240767,10.658557658213121,2999.9097628109635,318.38768002758144,307.7291223693683,281.702557161455
03/01/2026 (00:00:00 - 00:59:59),Ella Scott,440738213751.0,,0,1.0,1.0,0.0,0.0,343.5555274057268,343.5555274057268,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1392.5584078245913,58.69925988314268,1325.2367674113716,369.88745111616714,17.709543180363266,8.622380530077045,5.507055930048047,3018.899825334951,375.3945070462152,369.88745111616714,205.7056676188341
03/01/2026 (00:00:00 - 00:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,0.0,0.0,0.0,244.01401901816251,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,915.2345416319048,67.37071122155095,842.0774771895219,0.0,0.0,0.0,0.0,3523.6712743370867,0.0,0.0,76.32872566291343
03/01/2026 (01:00:00 - 01:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,356.6790124921383,356.6790124921383,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,1492.3298260759384,89.98800074539417,1398.747184306585,390.03573661589655,29.762083099799046,3.5946410239591695,4.930889956378588,3041.2307979623843,394.9666265722751,390.03573661589655,163.8025754653404
03/01/2026 (01:00:00 - 01:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,0.0,0.0,144.2447769560208,144.2447769560208,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,395.629840284928,68.69112184501569,318.1815651514412,170.07036958881787,17.068439344325956,8.757153288471125,3.8796216975538558,3314.2413424172305,173.94999128637173,170.07036958881787,111.80866629639779
03/01/2026 (01:00:00 - 01:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,322.2447421521765,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1025.302926970631,101.72017441037192,918.6932527821657,0.0,0.0,0.0,0.0,3465.2827566491956,0.0,0.0,134.71724335080438
03/01/2026 (01:00:00 - 01:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,160.67531395718092,160.67531395718092,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,426.72426247311705,30.73536953702518,390.9742761845248,179.02636531628343,13.336434607535466,5.014616751567054,4.396557055624646,3157.471019383332,183.42292237190807,179.02636531628343,259.1060582447599
03/01/2026 (01:00:00 - 01:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,343.7855485577227,343.7855485577227,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,998.0891557468051,150.35571115930216,842.1044980534601,393.4095982644099,43.99510317264439,5.628946534042848,4.008173126881606,2980.4010856885525,397.4177713912915,393.4095982644099,222.1811429201562
03/01/2026 (01:00:00 - 01:59:59),Ella Scott,440738213751.0,,0,0.0,0.0,0.0,0.0,0.0,316.6089934672985,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1164.6683259061133,42.492607095590834,1117.7389271153622,0.0,0.0,0.0,0.0,3411.885438663679,0.0,0.0,188.11456133632095
03/01/2026 (01:00:00 - 01:59:59),Freya Wright,440705932682.0,,0,2.0,2.0,1.0,1.0,433.8806955130053,216.94034775650266,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,0.0,0.0,693.9486140536341,66.57861776583364,620.487867948516,476.8260932654873,29.18114107391323,20.646385017853127,11.921030988001526,2858.0767692141435,488.74712425348883,476.8260932654873,253.1761065323678
03/01/2026 (02:00:00 - 02:59:59),Liam Turner,440710619180.0,,0,0.0,0.0,1.0,1.0,0.0,307.0444857339776,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,1047.0083599708776,120.84214465613783,918.7483166101983,0.0,0.0,7.417898704541389,0.0,3379.827326539726,0.0,0.0,220.17267346027378
03/01/2026 (02:00:00 - 02:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,0.0,0.0,0.0,236.3066775358047,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,999.713291479961,72.4127594034002,922.6552453444538,0.0,0.0,0.0,0.0,3312.6938402124724,0.0,0.0,287.30615978752775
03/01/2026 (02:00:00 - 02:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,166.67551490294852,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,435.02569046016964,89.91212754366138,339.14985178112426,0.0,0.0,0.0,0.0,3303.7766960088547,0.0,0.0,296.2233039911451
03/01/2026 (02:00:00 - 02:59:59),Theo Bennett,440797064732.0,,0,0.0,0.0,0.0,0.0,0.0,300.7898340824392,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,913.9059626774512,70.18271732538078,840.0715729776072,0.0,0.0,0.0,0.0,3405.4906747440364,0.0,0.0,194.50932525596343
03/01/2026 (02:00:00 - 02:59:59),Nina Reed,440712872381.0,,0,2.0,2.0,0.0,0.0,629.730562985191,314.8652814925955,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,1311.9467264505388,190.50239540993272,1116.4032734542711,733.4478623853672,93.6351842275062,10.082115172670004,7.781608409869044,2652.9658408234673,741.2294707952362,733.4478623853672,205.80468838129687
03/01/2026 (02:00:00 - 02:59:59),Ella Scott,440738213751.0,,0,0.0,0.0,0.0,0.0,0.0,213.69998201306746,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,921.8113372307805,96.17940268655455,821.4798148192683,0.0,0.0,0.0,0.0,3384.7489327019366,0.0,0.0,215.25106729806353
03/01/2026 (02:00:00 - 02:59:59),Freya Wright,440705932682.0,,0,1.0,1.0,0.0,0.0,198.15009436386046,198.15009436386046,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,797.1806568591422,15.887550578758242,775.1868903793952,208.68483684253522,4.428526577685946,6.106215900988807,5.334654443596449,3273.953333172577,214.01949128613165,208.68483684253522,112.0271755412915
03/01/2026 (03:00:00 - 03:59:59),Liam Turner,440710619180.0,,0,0.0,0.0,0.0,0.0,0.0,332.4105192438452,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,740.0448681020176,68.0080629158054,667.4062237470425,0.0,0.0,0.0,0.0,3367.1510184749113,0.0,0.0,232.8489815250888
03/01/2026 (03:00:00 - 03:59:59),Nina Ward,440795892684.0,,0,1.0,1.0,1.0,1.0,477.03013678123375,477.03013678123375,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,1.0,0.0,1536.564186008793,76.99107182386096,1454.2391951679315,505.56757339989537,23.203517601660938,10.667838034001361,3.2807968316845804,2888.783252926923,508.84837023157996,505.56757339989537,202.36837684149714
03/01/2026 (03:00:00 - 03:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,185.77037001505929,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,536.4736555329132,85.73763267102592,444.5562318463241,0.0,0.0,0.0,0.0,3411.3470554585087,0.0,0.0,188.6529445414911
03/01/2026 (03:00:00 - 03:59:59),Theo Bennett,440797064732.0,,0,1.0,1.0,0.0,0.0,136.3316847667382,136.3316847667382,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,551.3409482064645,80.57304977945978,464.85637604294294,164.74361968593402,22.50041253513397,5.911522384061873,5.277615643461591,3304.824808159069,170.0212353293956,164.74361968593402,125.15395651153538
03/01/2026 (03:00:00 - 03:59:59),Nina Reed,440712872381.0,,0,0.0,0.0,0.0,0.0,0.0,469.275003721298,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1642.557096124545,90.53673973433199,1548.8372764986545,0.0,0.0,0.0,0.0,3482.5357540928167,0.0,0.0,117.4642459071832
03/01/2026 (03:00:00 - 03:59:59),Ella Scott,440738213751.0,,0,0.0,0.0,0.0,0.0,0.0,359.26150516918176,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1385.6808038374713,67.91228320310053,1311.4140663229468,0.0,0.0,0.0,0.0,3437.22306217497,0.0,0.0,162.77693782502996
03/01/2026 (03:00:00 - 03:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,2.0,2.0,0.0,157.54490242974435,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,0.0,0.0,727.4380321906799,105.70166101274651,613.3108469989629,0.0,0.0,16.851048357940964,0.0,3458.349049059275,0.0,0.0,141.65095094072512
03/01/2026 (04:00:00 - 04:59:59),Liam Turner,440710619180.0,,0,1.0,2.0,0.0,1.0,230.70180304677766,230.70180304677766,0,0,0,1.0,0,1.0,0,0,1.0,3.0,0,0,0,0,1.0,1.0,606.8732941394732,106.65979122978102,487.81488433150565,272.3605143442992,29.260092719334995,12.398618578186532,5.451573257082394,3051.246437404546,277.81208760138156,272.3605143442992,270.94147499407217
03/01/2026 (04:00:00 - 04:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,0.0,0.0,0.0,288.74046326213534,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,953.3405748128476,55.78009791810963,892.0731199902818,0.0,0.0,0.0,0.0,3370.2972239242117,0.0,0.0,229.70277607578805
03/01/2026 (04:00:00 - 04:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,279.4474011993065,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,959.3566898381093,34.513404617661415,917.7109189381925,0.0,0.0,0.0,0.0,3407.0663353546543,0.0,0.0,192.93366464534566
03/01/2026 (04:00:00 - 04:59:59),Theo Bennett,440797064732.0,,0,1.0,2.0,0.0,0.0,225.1834306202023,225.1834306202023,0,0,0,1.0,0,0.0,0,0,1.0,2.0,0,0,0,0,1.0,0.0,653.3963711754475,14.889171862170688,635.0252860443634,235.3138787031055,6.648534813989706,3.48191326891349,5.798650177887769,3188.271205644548,241.11252888099327,235.3138787031055,170.6162654744591
03/01/2026 (04:00:00 - 04:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,172.47292627126268,172.47292627126268,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,751.32194459194,89.265275545123,655.0044142951896,202.68364359518102,23.158462572290908,7.052254751627436,4.911810998737504,3144.747721405111,207.59545459391853,202.68364359518102,247.6568240009705
03/01/2026 (04:00:00 - 04:59:59),Ella Scott,440738213751.0,,0,4.0,5.0,0.0,0.0,570.9699226092903,142.74248065232257,0,0,0,1.0,0,0.0,0,0,4.0,5.0,0,0,0,0,1.0,1.0,424.8662993756403,102.14878490942421,317.4123953914902,681.7334663437811,89.54306743558703,21.220476298903733,17.13509823283721,2620.803855396001,698.8685645766183,681.7334663437811,280.3275800273808
03/01/2026 (04:00:00 - 04:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,0.0,0.0,0.0,196.63937028287157,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,885.2497704633067,104.37230586770663,771.4992581776609,0.0,0.0,0.0,0.0,3488.4197023992447,0.0,0.0,111.58029760075544
03/01/2026 (05:00:00 - 05:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,305.33324582694775,305.33324582694775,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1182.805121013675,210.96128696935548,967.393058945408,365.34477380860955,55.56075288275024,4.4507750989115245,4.85057786463101,3047.358811428439,370.19535167324057,365.34477380860955,182.4458368983204
03/01/2026 (05:00:00 - 05:59:59),Nina Ward,440795892684.0,,0,0.0,0.0,0.0,0.0,0.0,289.99321982942166,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,924.3409960111951,61.50917946839289,856.031155913658,0.0,0.0,0.0,0.0,3532.4457130608885,0.0,0.0,67.55428693911173
03/01/2026 (05:00:00 - 05:59:59),Ruby Bennett,440776845445.0,,0,1.0,1.0,0.0,0.0,277.12092451282626,277.12092451282626,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1177.1235307224492,97.72087516292831,1069.7656001891953,307.81800417207296,21.060024288921074,9.63705537032562,4.69913014476077,3056.3679495039187,312.51713431683373,307.81800417207296,231.11491617924761
03/01/2026 (05:00:00 - 05:59:59),Theo Bennett,440797064732.0,,0,3.0,3.0,0.0,0.0,631.4775588092728,210.4925196030909,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,693.9830383859639,81.21851300850034,599.7166688140926,730.7132993218818,60.09217082249633,39.14356969011282,17.43110977498418,2634.862833358401,748.144409096866,730.7132993218818,216.99275754473285
03/01/2026 (05:00:00 - 05:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,340.2051231068133,340.2051231068133,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,1297.8797904721368,81.61294775268165,1207.8708963306694,373.82406064067766,25.222991145078797,8.395946388785562,3.085242566000007,2928.741717916601,376.9093032066777,373.82406064067766,294.3489788767216
03/01/2026 (05:00:00 - 05:59:59),Ella Scott,440738213751.0,,0,2.0,2.0,0.0,0.0,487.0467892057281,243.52339460286404,0,0,0,0.0,0,0.0,0,0,2.0,2.0,0,0,0,0,2.0,0.0,829.9018420467729,88.44412469201517,736.8283622318015,572.0438362281972,75.7383367765565,9.258710245912493,9.166588486850614,2916.8399680830566,581.2104247150478,572.0438362281972,101.94960720189567
03/01/2026 (05:00:00 - 05:59:59),Freya Wright,440705932682.0,,0,0.0,0.0,0.0,0.0,0.0,314.8152533139392,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,875.0923509433009,235.0132738396447,635.5258672814192,0.0,0.0,0.0,0.0,3305.6475327302605,0.0,0.0,294.35246726973946
03/01/2026 (06:00:00 - 06:59:59),Liam Turner,440710619180.0,,0,1.0,1.0,0.0,0.0,211.90529156190593,211.90529156190593,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,0.0,738.0023485200683,138.1351776465538,593.707923233662,246.41776367826122,28.353224476502845,6.15924763985246,4.833637097089435,3074.279427757404,251.25140077535065,246.41776367826122,274.46917146724536
03/01/2026 (06:00:00 - 06:59:59),Nina Ward,440795892684.0,,0,3.0,3.0,0.0,0.0,961.1307202698324,320.3769067566108,0,0,0,0.0,0,0.0,0,0,3.0,3.0,0,0,0,0,2.0,0.0,744.9005117335566,27.89471757671251,713.6723620582745,1006.0885541868781,34.957537621336726,10.00029629570886,11.84424255305914,2431.0123818758275,1017.9327967399373,1006.0885541868781,151.05482138423545
03/01/2026 (06:00:00 - 06:59:59),Ruby Bennett,440776845445.0,,0,0.0,0.0,0.0,0.0,0.0,284.9662161634927,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1039.8215288511117,65.49406780758515,967.3960950736227,0.0,0.0,0.0,0.0,3320.2665160656393,0.0,0.0,279.73348393436055
03/01/2026 (06:00:00 - 06:59:59),Theo Bennett,440797064732.0,,0,4.0,4.0,0.0,0.0,1186.4260539690442,296.60651349226106,0,0,0,0.0,0,0.0,0,0,4.0,4.0,0,0,0,0,2.0,0.0,867.8307259404727,73.37144921898766,787.2711226959547,1298.4240613711077,83.24539129994163,28.75261610212167,22.909614298618013,2009.7289536394887,1321.3336756697256,1298.4240613711077,268.9373706907859
03/01/2026 (06:00:00 - 06:59:59),Nina Reed,440712872381.0,,0,1.0,1.0,0.0,0.0,221.45404560382306,221.45404560382306,0,0,0,0.0,0,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0.0,502.5181271780122,31.79302011628931,463.05549942860074,235.7387609259117,6.615107688966432,7.669607633122178,3.378122337443858,3143.8955515597,239.11688326335556,235.7387609259117,216.98756517694443
